"","Tx","ty","Model","ParamSensitivity","ParamSpecificity","p_ty","dp_ty","FI_Tx"
"846",68,0,"Group-level",0.7,1,0.00880834227526418,-9.53132059374781e-05,1.33797658093682e-05
"847",68,1,"Group-level",0.7,1,0.0797996092021251,-0.000557521267905562,1.33797658093682e-05
"848",68,2,"Group-level",0.7,1,0.271027218221232,-0.000837399412956636,1.33797658093682e-05
"849",68,3,"Group-level",0.7,1,0.408991056857693,0.000356514473031359,1.33797658093682e-05
"850",68,4,"Group-level",0.7,1,0.231373773443686,0.00113371941376832,1.33797658093682e-05
"851",69,0,"Group-level",0.7,1,0.00871790782400142,-8.56867080077837e-05,1.09676855236405e-05
"852",69,1,"Group-level",0.7,1,0.0792696876044225,-0.000502989515511983,1.09676855236405e-05
"853",69,2,"Group-level",0.7,1,0.270229304977972,-0.000759225803178548,1.09676855236405e-05
"854",69,3,"Group-level",0.7,1,0.409328674691423,0.000319275150526997,1.09676855236405e-05
"855",69,4,"Group-level",0.7,1,0.232454424902181,0.00102862687617132,1.09676855236405e-05
"856",70,0,"Group-level",0.7,1,0.00863671613033983,-7.68185784138715e-05,8.92733609218525e-06
"857",70,1,"Group-level",0.7,1,0.07879232949389,-0.000452360219348524,8.92733609218525e-06
"858",70,2,"Group-level",0.7,1,0.26950718126644,-0.000685807695904586,8.92733609218525e-06
"859",70,3,"Group-level",0.7,1,0.409630669187617,0.00028522282925743,8.92733609218525e-06
"860",70,4,"Group-level",0.7,1,0.233433103921714,0.000929763664409552,8.92733609218525e-06
"861",71,0,"Group-level",0.7,1,0.00856403528810188,-6.86567459878969e-05,7.21201517821707e-06
"862",71,1,"Group-level",0.7,1,0.0783637325791538,-0.000405435064595069,7.21201517821707e-06
"863",71,2,"Group-level",0.7,1,0.268856132156192,-0.000617061402578291,7.21201517821707e-06
"864",71,3,"Group-level",0.7,1,0.409900096891468,0.000254100965547561,7.21201517821707e-06
"865",71,4,"Group-level",0.7,1,0.234316003085084,0.000837052247613696,7.21201517821707e-06
"866",72,0,"Group-level",0.7,1,0.00849918300769651,-6.11539460863492e-05,5.77939897861764e-06
"867",72,1,"Group-level",0.7,1,0.0779802870495583,-0.000362027196689408,5.77939897861764e-06
"868",72,2,"Group-level",0.7,1,0.268271533715663,-0.000552888929700064,5.77939897861764e-06
"869",72,3,"Group-level",0.7,1,0.410139770504492,0.000225678012707108,5.77939897861764e-06
"870",72,4,"Group-level",0.7,1,0.235109225722591,0.000750392059768714,5.77939897861764e-06
"871",73,0,"Group-level",0.7,1,0.00844152210674182,-5.42671368297349e-05,4.5913006928774e-06
"872",73,1,"Group-level",0.7,1,0.0776385647255594,-0.000321960013233246,4.5913006928774e-06
"873",73,2,"Group-level",0.7,1,0.267748866405204,-0.000493179768246602,4.5913006928774e-06
"874",73,3,"Group-level",0.7,1,0.410352282684756,0.000199745040546685,4.5913006928774e-06
"875",73,4,"Group-level",0.7,1,0.235818764077739,0.000669661877762898,4.5913006928774e-06
"876",74,0,"Group-level",0.7,1,0.00839045655397006,-4.79569752059777e-05,3.61342716324536e-06
"877",74,1,"Group-level",0.7,1,0.0773353093775085,-0.000285066035355327,3.61342716324536e-06
"878",74,2,"Group-level",0.7,1,0.267283726779951,-0.000437812488412162,3.61342716324536e-06
"879",74,3,"Group-level",0.7,1,0.410540027509195,0.000176113443362272,3.61342716324536e-06
"880",74,4,"Group-level",0.7,1,0.236450479779375,0.000594722055611195,3.61342716324536e-06
"881",75,0,"Group-level",0.7,1,0.00834542800968336,-4.21873469139091e-05,2.81513497600318e-06
"882",75,1,"Group-level",0.7,1,0.077067428133365,-0.000251185858402594,2.81513497600318e-06
"883",75,2,"Group-level",0.7,1,0.266871837686281,-0.000386656160998878,2.81513497600318e-06
"884",75,3,"Group-level",0.7,1,0.410705219695729,0.000154612754163858,2.81513497600318e-06
"885",75,4,"Group-level",0.7,1,0.237010086474942,0.000525416612151522,2.81513497600318e-06
"886",76,0,"Group-level",0.7,1,0.00830591281174672,-3.69249446172654e-05,2.16918732664865e-06
"887",76,1,"Group-level",0.7,1,0.0768319838963739,-0.000220167181128951,2.16918732664865e-06
"888",76,2,"Group-level",0.7,1,0.266509057115667,-0.000339571624127467,2.16918732664865e-06
"889",76,3,"Group-level",0.7,1,0.410849911698538,0.000135088578679616,2.16918732664865e-06
"890",76,4,"Group-level",0.7,1,0.237503134477675,0.000461575171194067,2.16918732664865e-06
"891",77,0,"Group-level",0.7,1,0.00827141936108362,-3.21388899632869e-05,1.65151293251864e-06
"892",77,1,"Group-level",0.7,1,0.0766261886948729,-0.000191863911974062,1.65151293251864e-06
"893",77,2,"Group-level",0.7,1,0.266191385862289,-0.000296412611568902,1.65151293251864e-06
"894",77,3,"Group-level",0.7,1,0.410976008801452,0.000117400658928866,1.65151293251864e-06
"895",77,4,"Group-level",0.7,1,0.237934997280302,0.000403014754577385,1.65151293251864e-06
"896",78,0,"Group-level",0.7,1,0.0082414858649841,-2.78003953058786e-05,1.24096823142683e-06
"897",78,1,"Group-level",0.7,1,0.0764473978880403,-0.000166135350549533,1.24096823142683e-06
"898",78,2,"Group-level",0.7,1,0.2659149741155,-0.000257026756902666,1.24096823142683e-06
"899",78,3,"Group-level",0.7,1,0.411085282342538,0.000101421072890913,1.24096823142683e-06
"900",78,4,"Group-level",0.7,1,0.238310859788938,0.000349541429867164,1.24096823142683e-06
"901",79,0,"Group-level",0.7,1,0.00821567840033984,-2.38824615730529e-05,9.19104040143835e-07
"902",79,1,"Group-level",0.7,1,0.0762931051534874,-0.000142845442061788,9.19104040143835e-07
"903",79,2,"Group-level",0.7,1,0.265676127104985,-0.000221256485880033,9.19104040143835e-07
"904",79,3,"Group-level",0.7,1,0.411179381208059,8.70325739693872e-05,9.19104040143835e-07
"905",79,4,"Group-level",0.7,1,0.238635708133129,0.000300951815545486,9.19104040143835e-07
"906",80,0,"Group-level",0.7,1,0.00819358926226263,-2.03596091412993e-05,6.69937767171731e-07
"907",80,1,"Group-level",0.7,1,0.0761609381850251,-0.000121862102080809,6.69937767171731e-07
"908",80,2,"Group-level",0.7,1,0.26547130990491,-0.000188939807787847,6.69937767171731e-07
"909",80,3,"Group-level",0.7,1,0.41125984173641,7.41270715235104e-05,6.69937767171731e-07
"910",80,4,"Group-level",0.7,1,0.238914320911393,0.000257034447486445,6.69937767171731e-07
"911",81,0,"Group-level",0.7,1,0.00817483556649707,-1.72076389352989e-05,4.79732185005127e-07
"912",81,1,"Group-level",0.7,1,0.0760486550316694,-0.000103056608803478,4.79732185005127e-07
"913",81,2,"Group-level",0.7,1,0.26529715149321,-0.000159911015257411,4.79732185005127e-07
"914",81,3,"Group-level",0.7,1,0.411328096172868,6.26042516750483e-05,4.79732185005127e-07
"915",81,4,"Group-level",0.7,1,0.239151261735756,0.00021757101132114,4.79732185005127e-07
"916",82,0,"Group-level",0.7,1,0.00815905807666738,-1.44034212678511e-05,3.36781671926698e-07
"917",82,1,"Group-level",0.7,1,0.0759541410119034,-8.6303059747986e-05,3.36781671926698e-07
"918",82,2,"Group-level",0.7,1,0.26515044815335,-0.000134001300821593,3.36781671926698e-07
"919",82,3,"Group-level",0.7,1,0.411385479814302,5.23703358652625e-05,3.36781671926698e-07
"920",82,4,"Group-level",0.7,1,0.239350872943777,0.000182337445972168,3.36781671926698e-07
"921",83,0,"Group-level",0.7,1,0.00814592022975679,-1.19247101794201e-05,2.31206735815633e-07
"922",83,1,"Group-level",0.7,1,0.0758754061403725,-7.14778896436513e-05,2.31206735815633e-07
"923",83,2,"Group-level",0.7,1,0.265028166298054,-0.000111039297571115,2.31206735815633e-07
"924",83,3,"Group-level",0.7,1,0.411433236979711,4.33369731950783e-05,2.31206735815633e-07
"925",83,4,"Group-level",0.7,1,0.239517270352105,0.000151104924199108,2.31206735815633e-07
"926",84,0,"Group-level",0.7,1,0.00813510733535508,-9.7499812361608e-06,1.54757535335784e-07
"927",84,1,"Group-level",0.7,1,0.0758105830074919,-5.84594461425722e-05,1.54757535335784e-07
"928",84,2,"Group-level",0.7,1,0.264927444787563,-9.08515504785586e-05,1.54757535335784e-07
"929",84,3,"Group-level",0.7,1,0.411472525937891,3.54202614003226e-05,1.54757535335784e-07
"930",84,4,"Group-level",0.7,1,0.239654338931699,0.000123640716456969,1.54757535335784e-07
"931",85,0,"Group-level",0.7,1,0.00812632592616842,-7.8582909057073e-06,1.00627019548374e-07
"932",85,1,"Group-level",0.7,1,0.0757579250558798,-4.71276198698807e-05,1.00627019548374e-07
"933",85,2,"Group-level",0.7,1,0.26484559680874,-7.32629243254906e-05,1.00627019548374e-07
"934",85,3,"Group-level",0.7,1,0.411504422917891,2.85398903598151e-05,1.00627019548374e-07
"935",85,4,"Group-level",0.7,1,0.23976572929132,9.97089447412636e-05,1.00627019548374e-07
"936",86,0,"Group-level",0.7,1,0.00811930323909972,-6.2291557569494e-06,6.32742173025283e-08
"937",86,1,"Group-level",0.7,1,0.0757158052010543,-3.73635252431986e-05,6.32742173025283e-08
"938",86,2,"Group-level",0.7,1,0.264780111375666,-5.80969536643325e-05,6.32742173025283e-08
"939",86,3,"Group-level",0.7,1,0.41152992532141,2.26184012765489e-05,6.32742173025283e-08
"940",86,4,"Group-level",0.7,1,0.239854854862771,7.90712333879315e-05,6.32742173025283e-08
"941",87,0,"Group-level",0.7,1,0.00811378680791031,-4.84244982862198e-06,3.82581240880319e-08
"942",87,1,"Group-level",0.7,1,0.0756827147474395,-2.90492284255087e-05,3.82581240880319e-08
"943",87,2,"Group-level",0.7,1,0.264728654507137,-4.51761398543815e-05,3.82581240880319e-08
"944",87,3,"Group-level",0.7,1,0.411549954249125,1.758055408272e-05,3.82581240880319e-08
"945",87,4,"Group-level",0.7,1,0.239924889688388,6.14872640257921e-05,3.82581240880319e-08
"946",88,0,"Group-level",0.7,1,0.00810954415008969,-3.67831858636548e-06,2.20825573726982e-08
"947",88,1,"Group-level",0.7,1,0.0756572625543862,-2.20675187254742e-05,2.20825573726982e-08
"948",88,2,"Group-level",0.7,1,0.264689070131618,-3.43221999129534e-05,2.20825573726982e-08
"949",88,3,"Group-level",0.7,1,0.411565356445266,1.33527951712785e-05,2.20825573726982e-08
"950",88,4,"Group-level",0.7,1,0.239978766718641,4.67152420535146e-05,2.20825573726982e-08
"951",89,0,"Group-level",0.7,1,0.00810636253211126,-2.71710794314144e-06,1.20522824238406e-08
"952",89,1,"Group-level",0.7,1,0.0756381744106178,-1.6301719722345e-05,1.20522824238406e-08
"953",89,2,"Group-level",0.7,1,0.264659380765523,-2.53562717021402e-05,1.20522824238406e-08
"954",89,3,"Group-level",0.7,1,0.411576905756669,9.86281722571983e-06,1.20522824238406e-08
"955",89,4,"Group-level",0.7,1,0.24001917653508,3.45122821419068e-05,1.20522824238406e-08
"956",90,0,"Group-level",0.7,1,0.00810404879875628,-1.9393068575607e-06,6.14064955465204e-09
"957",90,1,"Group-level",0.7,1,0.0756242925792514,-1.16355363660006e-05,6.14064955465204e-09
"958",90,2,"Group-level",0.7,1,0.264637788006342,-1.80990798129e-05,6.14064955465204e-09
"959",90,3,"Group-level",0.7,1,0.411585304194181,7.03920268176236e-06,6.14064955465204e-09
"960",90,4,"Group-level",0.7,1,0.24004856642147,2.46347203546989e-05,6.14064955465204e-09
"961",91,0,"Group-level",0.7,1,0.00810242925365941,-1.32550205069951e-06,2.86893070698391e-09
"962",91,1,"Group-level",0.7,1,0.0756145754792992,-7.95293428541964e-06,2.86893070698391e-09
"963",91,2,"Group-level",0.7,1,0.264622672877744,-1.2371066404345e-05,2.86893070698391e-09
"964",91,3,"Group-level",0.7,1,0.411591182675763,4.81114219862509e-06,2.86893070698391e-09
"965",91,4,"Group-level",0.7,1,0.240069139713534,1.6838360541839e-05,2.86893070698391e-09
"966",92,0,"Group-level",0.7,1,0.00810134957967871,-8.56343401296689e-07,1.19749812745624e-09
"967",92,1,"Group-level",0.7,1,0.0756080974733326,-5.13804752596421e-06,1.19749812745624e-09
"968",92,2,"Group-level",0.7,1,0.264612596059622,-7.99249117877738e-06,1.19749812745624e-09
"969",92,3,"Group-level",0.7,1,0.411595101521924,3.10821940167444e-06,1.19749812745624e-09
"970",92,4,"Group-level",0.7,1,0.240082855365442,1.08786627043638e-05,1.19749812745624e-09
"971",93,0,"Group-level",0.7,1,0.0081006747891284,-5.12518409425657e-07,4.28950281562869e-10
"972",93,1,"Group-level",0.7,1,0.0756040487347704,-3.07511045655394e-06,4.28950281562869e-10
"973",93,2,"Group-level",0.7,1,0.264606298031865,-4.78350515463946e-06,4.28950281562869e-10
"974",93,3,"Group-level",0.7,1,0.411597550765386,1.86025200458201e-06,4.28950281562869e-10
"975",93,4,"Group-level",0.7,1,0.24009142767885,6.51088201603705e-06,4.28950281562869e-10
"976",94,0,"Group-level",0.7,1,0.00810028919534075,-2.74735573704651e-07,1.23259603022216e-10
"977",94,1,"Group-level",0.7,1,0.0756017351720445,-1.64841344222791e-06,1.23259603022216e-10
"978",94,2,"Group-level",0.7,1,0.264602699156514,-2.56419868791008e-06,1.23259603022216e-10
"979",94,3,"Group-level",0.7,1,0.411598950328023,9.97188378631698e-07,1.23259603022216e-10
"980",94,4,"Group-level",0.7,1,0.240096326148079,3.49015932521094e-06,1.23259603022216e-10
"981",95,0,"Group-level",0.7,1,0.00810009639844692,-1.23711340206188e-07,2.49926018621619e-11
"982",95,1,"Group-level",0.7,1,0.0756005783906815,-7.4226804123713e-07,2.49926018621619e-11
"983",95,2,"Group-level",0.7,1,0.264600899718838,-1.15463917525776e-06,2.49926018621619e-11
"984",95,3,"Group-level",0.7,1,0.411599650109341,4.49026345933575e-07,2.49926018621619e-11
"985",95,4,"Group-level",0.7,1,0.240098775382693,1.5715922107675e-06,2.49926018621619e-11
"986",96,0,"Group-level",0.7,1,0.00810001927968939,-4.01660195474642e-08,2.63457537676651e-12
"987",96,1,"Group-level",0.7,1,0.0756001156781363,-2.40996117284785e-07,2.63457537676651e-12
"988",96,2,"Group-level",0.7,1,0.264600179943768,-3.74882849109666e-07,2.63457537676651e-12
"989",96,3,"Group-level",0.7,1,0.411599930021868,1.45787774653759e-07,2.63457537676651e-12
"990",96,4,"Group-level",0.7,1,0.240099755076538,5.10257211288156e-07,2.63457537676651e-12
"991",97,0,"Group-level",0.7,1,0.0081,0,0
"992",97,1,"Group-level",0.7,1,0.0756,0,0
"993",97,2,"Group-level",0.7,1,0.2646,0,0
"994",97,3,"Group-level",0.7,1,0.4116,0,0
"995",97,4,"Group-level",0.7,1,0.2401,0,0
"996",98,0,"Group-level",0.7,1,0.0081,0,0
"997",98,1,"Group-level",0.7,1,0.0756,0,0
"998",98,2,"Group-level",0.7,1,0.2646,0,0
"999",98,3,"Group-level",0.7,1,0.4116,0,0
"1000",98,4,"Group-level",0.7,1,0.2401,0,0
"1001",99,0,"Group-level",0.7,1,0.0081,0,0
"1002",99,1,"Group-level",0.7,1,0.0756,0,0
"1003",99,2,"Group-level",0.7,1,0.2646,0,0
"1004",99,3,"Group-level",0.7,1,0.4116,0,0
"1005",99,4,"Group-level",0.7,1,0.2401,0,0
"1006",100,0,"Group-level",0.7,1,0.0081,0,0
"1007",100,1,"Group-level",0.7,1,0.0756,0,0
"1008",100,2,"Group-level",0.7,1,0.2646,0,0
"1009",100,3,"Group-level",0.7,1,0.4116,0,0
"1010",100,4,"Group-level",0.7,1,0.2401,0,0
"1011",0,0,"Group-level",0.7,0.8,0.4096,-0.0433020790281582,0.0103532153575946
"1012",0,1,"Group-level",0.7,0.8,0.4096,0.0130460610617459,0.0103532153575946
"1013",0,2,"Group-level",0.7,0.8,0.1536,0.0231459169551356,0.0103532153575946
"1014",0,3,"Group-level",0.7,0.8,0.025599999999999,0.00654955884876596,0.0103532153575946
"1015",0,4,"Group-level",0.7,0.8,0.00159999999999938,0.000560542162510738,0.0103532153575946
"1016",1,0,"Group-level",0.7,0.8,0.368640000000007,-0.0387052934442639,0.00912694455556269
"1017",1,1,"Group-level",0.7,0.8,0.419840000000037,0.00760170835558555,0.00912694455556269
"1018",1,2,"Group-level",0.7,0.8,0.176640000000033,0.0228562968464654,0.00912694455556269
"1019",1,3,"Group-level",0.7,0.8,0.0326399999999558,0.00752386445573727,0.00912694455556269
"1020",1,4,"Group-level",0.7,0.8,0.00223999999996671,0.00072342378647583,0.00912694455556269
"1021",2,0,"Group-level",0.7,0.8,0.33202424242425,-0.0346042269894484,0.00812002108467917
"1022",2,1,"Group-level",0.7,0.8,0.425115151515195,0.00309316873090956,0.00812002108467917
"1023",2,2,"Group-level",0.7,0.8,0.199175757575723,0.0221555457861862,0.00812002108467917
"1024",2,3,"Group-level",0.7,0.8,0.0406303030302704,0.00844613988026788,0.00812002108467917
"1025",2,4,"Group-level",0.7,0.8,0.00305454545456074,0.000909372592084873,0.00812002108467917
"1026",3,0,"Group-level",0.7,0.8,0.299284106369843,-0.030945665676139,0.00727681685480217
"1027",3,1,"Group-level",0.7,0.8,0.426294619666103,-0.000609984167670441,0.00727681685480217
"1028",3,2,"Group-level",0.7,0.8,0.220847495361736,0.0211434650964437,0.00727681685480217
"1029",3,3,"Group-level",0.7,0.8,0.0495079777364742,0.0092957156386104,0.00727681685480217
"1030",3,4,"Group-level",0.7,0.8,0.0040658008658454,0.00111646910875539,0.00727681685480217
"1031",4,0,"Group-level",0.7,0.8,0.270001338867329,-0.0276819882836738,0.00655960460453874
"1032",4,1,"Group-level",0.7,0.8,0.424125419989953,-0.0036219479924917,0.00655960460453874
"1033",4,2,"Group-level",0.7,0.8,0.241386913528255,0.0199035930004179,0.00655960460453874
"1034",4,3,"Group-level",0.7,0.8,0.0591926247537069,0.0100581334034761,0.00655960460453874
"1035",4,4,"Group-level",0.7,0.8,0.00529370286075581,0.0013422098722716,0.00655960460453874
"1036",5,0,"Group-level",0.7,0.8,0.243802750415999,-0.024770599296851,0.00594171091303262
"1037",5,1,"Group-level",0.7,0.8,0.419247707030316,-0.00604253817798686,0.00594171091303262
"1038",5,2,"Group-level",0.7,0.8,0.26060203507832,0.0185053773198103,0.00594171091303262
"1039",5,3,"Group-level",0.7,0.8,0.0695920382023276,0.0107240718186396,0.00594171091303262
"1040",5,4,"Group-level",0.7,0.8,0.0067554692730365,0.001583688336388,0.00594171091303262
"1041",6,0,"Group-level",0.7,0.8,0.220355449824188,-0.0221734164998059,0.00540365874287348
"1042",6,1,"Group-level",0.7,0.8,0.412208314413053,-0.00795884167973533,0.00540365874287348
"1043",6,2,"Group-level",0.7,0.8,0.278364096088412,0.0170060971124789,0.00540365874287348
"1044",6,3,"Group-level",0.7,0.8,0.0806068656175776,0.0112884148163467,0.00540365874287348
"1045",6,4,"Group-level",0.7,0.8,0.008465274056771,0.00183774625071562,0.00540365874287348
"1046",7,0,"Group-level",0.7,0.8,0.19936256619936,-0.0198564082960064,0.00493085224423573
"1047",7,1,"Group-level",0.7,0.8,0.403472729841563,-0.00944669631988443,0.00493085224423573
"1048",7,2,"Group-level",0.7,0.8,0.294596242775482,0.0154525587403152,0.00493085224423573
"1049",7,3,"Group-level",0.7,0.8,0.0921344008687917,0.0117494467978339,0.00493085224423573
"1050",7,4,"Group-level",0.7,0.8,0.0104340603148045,0.00210109907774177,0.00493085224423573
"1051",8,0,"Group-level",0.7,0.8,0.180559410655024,-0.0177891762337795,0.00451211683647384
"1052",8,1,"Group-level",0.7,0.8,0.393435670891182,-0.0105720125157767,0.00451211683647384
"1053",8,2,"Group-level",0.7,0.8,0.30926382160982,0.0138825895822173,0.00451211683647384
"1054",8,3,"Group-level",0.7,0.8,0.104071629723566,0.0121081604953346,0.00451211683647384
"1055",8,4,"Group-level",0.7,0.8,0.0126694671204084,0.00237043867200434,0.00451211683647384
"1056",9,0,"Group-level",0.7,0.8,0.163710034630386,-0.0159445785949238,0.00413874143269972
"1057",9,1,"Group-level",0.7,0.8,0.382430411441648,-0.0113919527127214,0.00413874143269972
"1058",9,2,"Group-level",0.7,0.8,0.322366070844712,0.0123263505086096,0.00413874143269972
"1059",9,3,"Group-level",0.7,0.8,0.116317634212324,0.0123676646758144,0.00413874143269972
"1060",9,4,"Group-level",0.7,0.8,0.0151758488709293,0.00264251612322122,0.00413874143269972
"1061",10,0,"Group-level",0.7,0.8,0.148604145683887,-0.0142983912535885,0.00380382934261645
"1062",10,1,"Group-level",0.7,0.8,0.37073699394765,-0.0119559824983723,0.00380382934261645
"1063",10,2,"Group-level",0.7,0.8,0.333929041971295,0.0108074863009546,0.00380382934261645
"1064",10,3,"Group-level",0.7,0.8,0.128775449732697,0.012532680080592,0.00380382934261645
"1065",10,4,"Group-level",0.7,0.8,0.0179543686644714,0.00291420737041426,0.00380382934261645
"1066",11,0,"Group-level",0.7,0.8,0.13505434525141,-0.0128290023357025,0.00350184623430432
"1067",11,1,"Group-level",0.7,0.8,0.358589449397568,-0.0123068061370795,0.00350184623430432
"1068",11,2,"Group-level",0.7,0.8,0.343999597887149,0.00934413142108844,0.00350184623430432
"1069",11,3,"Group-level",0.7,0.8,0.141353457803135,0.0126091131274593,0.00350184623430432
"1070",11,4,"Group-level",0.7,0.8,0.0210031496607379,0.00318256392423426,0.00350184623430432
"1071",12,0,"Group-level",0.7,0.8,0.122893656177946,-0.0115171375073671,0.00322829794302727
"1072",12,1,"Group-level",0.7,0.8,0.346182134650705,-0.0124811981211265,0.00322829794302727
"1073",12,2,"Group-level",0.7,0.8,0.352640351144834,0.00794978689969953,0.00322829794302727
"1074",12,3,"Group-level",0.7,0.8,0.15396638742784,0.0126036979409808,0.00322829794302727
"1075",12,4,"Group-level",0.7,0.8,0.0243174705986746,0.00344485078781316,0.00322829794302727
"1076",13,0,"Group-level",0.7,0.8,0.11197331086418,-0.0103456129957387,0.00297949617565686
"1077",13,1,"Group-level",0.7,0.8,0.333675285779058,-0.0125107412851286,0.00297949617565686
"1078",13,2,"Group-level",0.7,0.8,0.359925420652174,0.00663408261197241,0.00297949617565686
"1079",13,3,"Group-level",0.7,0.8,0.166535989084022,0.012523698227958,0.00297949617565686
"1080",13,4,"Group-level",0.7,0.8,0.0278899936205663,0.00369857344093695,0.00297949617565686
"1081",14,0,"Group-level",0.7,0.8,0.102160773637232,-0.00929911369937973,0.00275238511284472
"1082",14,1,"Group-level",0.7,0.8,0.321199875983229,-0.0124224810637717,0.00275238511284472
"1083",14,2,"Group-level",0.7,0.8,0.365936898767434,0.0054034378308819,0.00275238511284472
"1084",14,3,"Group-level",0.7,0.8,0.178991437301215,0.0123766613854468,0.00275238511284472
"1085",14,4,"Group-level",0.7,0.8,0.0317110143108903,0.00394149554682283,0.00275238511284472
"1086",15,0,"Group-level",0.7,0.8,0.0933379734795888,-0.00836399397846209,0.0025444110695747
"1087",15,1,"Group-level",0.7,0.8,0.308861857522069,-0.0122395045857244,0.0025444110695747
"1088",15,2,"Group-level",0.7,0.8,0.370761932981449,0.00426163168691389,0.0025444110695747
"1089",15,3,"Group-level",0.7,0.8,0.191269510592631,0.0121702180238457,0.0025444110695747
"1090",15,4,"Group-level",0.7,0.8,0.0357687254242625,0.00417164885342688,0.0025444110695747
"1091",16,0,"Group-level",0.7,0.8,0.0853997255508261,-0.00752809892990762,0.0023534231516405
"1092",16,1,"Group-level",0.7,0.8,0.296745858815187,-0.0119814524821257,0.0023534231516405
"1093",16,2,"Group-level",0.7,0.8,0.374490337422238,0.00321029400822299,0.0023534231516405
"1094",16,3,"Group-level",0.7,0.8,0.203314591050746,0.0119119208126534,0.0023534231516405
"1095",16,4,"Group-level",0.7,0.8,0.0400494871610035,0.00438733659115697,0.0023534231516405
"1096",17,0,"Group-level",0.7,0.8,0.0782523220318905,-0.00678060414993812,0.00217759658439292
"1097",17,1,"Group-level",0.7,0.8,0.284918400378982,-0.0116649705416874,0.00217759658439292
"1098",17,2,"Group-level",0.7,0.8,0.377212659356218,0.00224932595993464,0.00217759658439292
"1099",17,3,"Group-level",0.7,0.8,0.215078520160399,0.0116091172173251,0.00217759658439292
"1100",17,4,"Group-level",0.7,0.8,0.0445380980725101,0.00458713151436578,0.00217759658439292
"1101",18,0,"Group-level",0.7,0.8,0.0718122747270464,-0.00611187216771654,0.00201537286527133
"1102",18,1,"Group-level",0.7,0.8,0.27343068647024,-0.0113041076607724,0.00201537286527133
"1103",18,2,"Group-level",0.7,0.8,0.379018634788875,0.00137725893807303,0.00201537286527133
"1104",18,3,"Group-level",0.7,0.8,0.226520342258177,0.0112688512962594,0.00201537286527133
"1105",18,4,"Group-level",0.7,0.8,0.0492180617556615,0.0047698695941565,0.00201537286527133
"1106",19,0,"Group-level",0.7,0.8,0.0660051935907187,-0.00551332390004338,0.00186541256378131
"1107",19,1,"Group-level",0.7,0.8,0.262321023181472,-0.0109106659116543,0.00186541256378131
"1108",19,2,"Group-level",0.7,0.8,0.379995975278727,0.000591559295406028,0.00186541256378131
"1109",19,3,"Group-level",0.7,0.8,0.237605962511753,0.0108977902726327,0.00186541256378131
"1110",19,4,"Group-level",0.7,0.8,0.054071845437329,0.00493464024365892,0.00186541256378131
"1111",20,0,"Group-level",0.7,0.8,0.0607647869191348,-0.00497732362948883,0.00172655774268442
"1112",20,1,"Group-level",0.7,0.8,0.251616908198051,-0.0104945079808278,0.00172655774268442
"1113",20,2,"Group-level",0.7,0.8,0.380229435248321,-0.000111114322743206,0.00172655774268442
"1114",20,3,"Group-level",0.7,0.8,0.248307742259718,0.010502172090249,0.00172655774268442
"1115",20,4,"Group-level",0.7,0.8,0.0590811273747756,0.0050807738428108,0.00172655774268442
"1116",21,0,"Group-level",0.7,0.8,0.0560319703734223,-0.00449707614789369,0.00159780177834921
"1117",21,1,"Group-level",0.7,0.8,0.2413368324404,-0.0100638267079087,0.00159780177834921
"1118",21,2,"Group-level",0.7,0.8,0.379800115485967,-0.000734694981424193,0.00159780177834921
"1119",21,3,"Group-level",0.7,0.8,0.258604050988823,0.0100877706101183,0.00159780177834921
"1120",21,4,"Group-level",0.7,0.8,0.0642270307113877,0.00520782722710827,0.00159780177834921
"1121",22,0,"Group-level",0.7,0.8,0.0517540732942632,-0.00406653483488448,0.00147826492882236
"1122",22,1,"Group-level",0.7,0.8,0.231491829325486,-0.00962538098045183,0.00147826492882236
"1123",22,2,"Group-level",0.7,0.8,0.378784964247639,-0.00128352740594277,0.00147826492882236
"1124",22,3,"Group-level",0.7,0.8,0.268478791087639,0.00965987550870444,0.00147826492882236
"1125",22,4,"Group-level",0.7,0.8,0.0694903420449722,0.00531556771257465,0.00147826492882236
"1126",23,0,"Group-level",0.7,0.8,0.0478841319390694,-0.00368031955771825,0.001367174408568
"1127",23,1,"Group-level",0.7,0.8,0.222086803345557,-0.00918470180727949,0.001367174408568
"1128",23,2,"Group-level",0.7,0.8,0.377256442456209,-0.00176221908476737,0.001367174408568
"1129",23,3,"Group-level",0.7,0.8,0.277920908762534,0.00922328430314343,0.001367174408568
"1130",23,4,"Group-level",0.7,0.8,0.0748517134966301,0.00540395614662168,0.001367174408568
"1131",24,0,"Group-level",0.7,0.8,0.0443802603325365,-0.00333364338536514,0.00126384802770177
"1132",24,1,"Group-level",0.7,0.8,0.213121666040293,-0.00874627199955526,0.00126384802770177
"1133",24,2,"Group-level",0.7,0.8,0.375282324014623,-0.00217551827247231,0.00126384802770177
"1134",24,3,"Group-level",0.7,0.8,0.286923902093168,0.00878230425664426,0.00126384802770177
"1135",24,4,"Group-level",0.7,0.8,0.0802918475193786,0.00547312940074846,0.00126384802770177
"1136",25,0,"Group-level",0.7,0.8,0.0412050903789046,-0.00302224720690475,0.00116768067362266
"1137",25,1,"Group-level",0.7,0.8,0.204592304189936,-0.00831368253145874,0.00116768067362266
"1138",25,2,"Group-level",0.7,0.8,0.372925606253532,-0.00252821512844169,0.00116768067362266
